,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4176,4176,29.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,10,20002.51973051682
4177,4177,35.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51973051682
4178,4178,22.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,21,20002.51973051682
4179,4179,22.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.519730506887
4180,4180,37.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.519730506887
4181,4181,28.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.519730506887
4182,4182,31.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.519730506887
4183,4183,34.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.519730506887
4184,4184,31.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519730506887
4185,4185,23.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.519730498894
4186,4186,36.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,20002.519730498894
4187,4187,24.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,13,20002.519730498894
4188,4188,28.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,20002.519730498894
4189,4189,23.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.519730498036
4190,4190,28.0,4.6,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,20002.519730498036
4191,4191,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.519730498036
4192,4192,25.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519730497854
4193,4193,37.0,3.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519730497854
4194,4194,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,20002.519730497854
4195,4195,22.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,22,20002.519730493856
4196,4196,31.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.519730493856
4197,4197,33.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.519730493856
4198,4198,29.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,20002.519730493856
4199,4199,27.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,20002.519730493856
4200,4200,23.0,4.5,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.519730493856
4201,4201,28.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519730493295
4202,4202,23.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.519730493295
4203,4203,26.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51973048759
4204,4204,31.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,31,20002.51973048759
4205,4205,,,,,3,Snack,scooter,1.0,No,Metropolitian,39,20002.51973048759
4206,4206,36.0,4.4,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,38,20002.51973048224
4207,4207,,,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51973048224
4208,4208,39.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.51973048224
4209,4209,31.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,25,20002.519730476462
4210,4210,39.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,20002.519730476462
4211,4211,34.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,20002.519730476462
4212,4212,38.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.519730476462
4213,4213,20.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,29,20002.519729371816
4214,4214,34.0,4.9,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,15,20002.519729371816
4215,4215,37.0,4.3,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,43,20002.519729371816
4216,4216,30.0,4.4,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.519729371816
4217,4217,24.0,4.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,32,20002.519729371816
4218,4218,22.0,4.7,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.519729371816
4219,4219,27.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.519729371816
4220,4220,35.0,4.4,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.519729371816
4221,4221,31.0,4.5,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.519729371816
4222,4222,27.0,4.6,Windy,High,1,Drinks,motorcycle,0.0,No,Urban,27,20002.519729371816
4223,4223,37.0,4.7,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,21,20002.519729371816
4224,4224,31.0,4.1,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,44,20002.519729371816
4225,4225,,,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.519729371816
4226,4226,21.0,5.0,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.519729371816
4227,4227,27.0,4.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,34,20002.519729371816
4228,4228,38.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,28,20002.519729180254
4229,4229,22.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,32,20002.519729180254
4230,4230,36.0,4.6,Windy,Medium,1,Buffet,scooter,,No,Urban,26,20002.519729180254
4231,4231,38.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.519729180254
4232,4232,34.0,4.9,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.519729180254
4233,4233,34.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519729180254
4234,4234,20.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519729180254
4235,4235,31.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519729180254
4236,4236,25.0,5.0,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.519729180254
4237,4237,28.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,20002.519729180254
4238,4238,39.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,37,20002.519729180254
4239,4239,33.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,49,20002.519729180254
4240,4240,30.0,4.5,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.519729180254
4241,4241,25.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519729180254
4242,4242,38.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.519729140517
4243,4243,26.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.519729140517
4244,4244,22.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,20,20002.519729140517
4245,4245,24.0,4.6,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,26,20002.519729140517
4246,4246,31.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,,27,20002.519729140517
4247,4247,26.0,4.9,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,21,20002.519729140517
4248,4248,23.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,11,20002.519729140517
4249,4249,36.0,4.9,Windy,Low,1,Snack,motorcycle,,No,Urban,22,20002.519729140517
4250,4250,20.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,25,20002.519729140517
4251,4251,25.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20002.519729140517
4252,4252,25.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,11,20002.519729140517
4253,4253,36.0,4.8,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.519729140517
4254,4254,20.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.519729140517
4255,4255,23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.51972913967
4256,4256,35.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,20002.51972913967
4257,4257,37.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,25,20002.51972913967
4258,4258,33.0,4.9,Stormy,Medium,2,Meal,motorcycle,1.0,No,,28,20002.51972913967
4259,4259,22.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,20002.51972913967
4260,4260,23.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51972913967
4261,4261,34.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,16,20002.51972913967
4262,4262,27.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,20002.51972913967
4263,4263,34.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24,20002.51972913967
4264,4264,33.0,4.6,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,41,20002.51972913967
4265,4265,29.0,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.51972913967
4266,4266,31.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.51972913967
4267,4267,39.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51972913967
4268,4268,32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.51972913967
4269,4269,21.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.51972913967
4270,4270,22.0,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.51972913967
4271,4271,35.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,21,20002.519729138243
4272,4272,29.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,24,20002.519729138243
4273,4273,35.0,4.8,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.519729138243
4274,4274,30.0,4.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519729138243
4275,4275,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519729138243
4276,4276,39.0,5.0,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,31,20002.519729138243
4277,4277,30.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.519729138243
4278,4278,,,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,11,20002.519729138243
4279,4279,36.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.519729138243
4280,4280,35.0,4.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19,20002.519729138243
4281,4281,,,,,3,Drinks,scooter,3.0,No,Metropolitian,49,20002.519729138243
4282,4282,24.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,20002.519729138243
4283,4283,29.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.519729138243
4284,4284,36.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519729138243
4285,4285,25.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.519729138243
4286,4286,35.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,36,20002.51972913691
4287,4287,26.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,23,20002.51972913691
4288,4288,22.0,4.5,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51972913691
4289,4289,32.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.51972913691
4290,4290,23.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Urban,18,20002.51972913691
4291,4291,38.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,24,20002.51972913691
4292,4292,26.0,4.9,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,10,20002.51972913691
4293,4293,31.0,4.5,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.51972913691
4294,4294,21.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,22,20002.51972913691
4295,4295,39.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.51972913691
4296,4296,23.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,29,20002.51972913691
4297,4297,21.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,18,20002.51972913691
4298,4298,28.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.51972913691
4299,4299,38.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Semi-Urban,49,20002.519729128406
4300,4300,38.0,4.7,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.519729128406
4301,4301,36.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.519729128406
4302,4302,35.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519729128406
4303,4303,23.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519729128406
4304,4304,26.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519729128406
4305,4305,35.0,4.0,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.519729128406
4306,4306,25.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.519729128406
4307,4307,39.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,21,20002.519729128406
4308,4308,29.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,20,20002.519729125408
4309,4309,34.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,45,20002.519729125408
4310,4310,27.0,4.9,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,15,20002.519729125408
4311,4311,31.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.519729125408
4312,4312,22.0,4.5,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.519729125408
4313,4313,37.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519729125408
4314,4314,23.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.519729125408
4315,4315,39.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.519729125408
4316,4316,30.0,4.7,Sunny,Low,2,Buffet,motorcycle,1.0,No,Urban,24,20002.519729125408
4317,4317,27.0,4.5,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,20002.519729125408
4318,4318,29.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519729125408
4319,4319,39.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,,26,20002.519729125408
4320,4320,29.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Urban,17,20002.519729125408
4321,4321,,,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519729125408
4322,4322,35.0,4.3,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519729125408
4323,4323,37.0,4.9,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.519729125408
4324,4324,35.0,4.2,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.519729119307
4325,4325,23.0,4.6,Stormy,Low,2,Buffet,scooter,,No,Metropolitian,15,20002.519729119307
4326,4326,22.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,12,20002.519729119307
4327,4327,21.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519729119307
4328,4328,,,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,20002.519729119307
4329,4329,35.0,4.6,Fog,High,0,Buffet,motorcycle,,No,Metropolitian,29,20002.519729119307
4330,4330,29.0,4.7,Stormy,High,1,Snack,scooter,1.0,No,Urban,13,20002.519729119307
4331,4331,36.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.519729119307
4332,4332,34.0,3.6,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20002.519729119307
4333,4333,23.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.519729119307
4334,4334,26.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,36,20002.519729119307
4335,4335,23.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.519729119307
4336,4336,31.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Urban,17,20002.519729119307
4337,4337,35.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519729092113
4338,4338,31.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.519729092113
4339,4339,21.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519729092113
4340,4340,22.0,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Urban,28,20002.519729092113
4341,4341,27.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,13,20002.519729092113
4342,4342,26.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519729092113
4343,4343,28.0,4.6,Windy,High,2,Drinks,electric_scooter,1.0,No,Urban,27,20002.519729092113
4344,4344,29.0,4.5,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.519729092113
4345,4345,35.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519729092113
4346,4346,25.0,4.5,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.519729092113
4347,4347,20.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.519729092113
4348,4348,37.0,4.9,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.519729092113
4349,4349,,,Stormy,Low,2,Meal,motorcycle,1.0,No,Urban,15,20002.519729092113
4350,4350,32.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,17,20002.519729092113
4351,4351,35.0,4.3,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,44,20002.519729091586
4352,4352,,,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.519729091586
4353,4353,20.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.519729091586
4354,4354,37.0,4.7,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,28,20002.519729091586
4355,4355,20.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,28,20002.519729091586
4356,4356,35.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.519729091586
4357,4357,23.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.519729091586
4358,4358,27.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,16,20002.519729091586
4359,4359,27.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21,20002.519729091586
4360,4360,35.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,43,20002.519729091586
4361,4361,38.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.519729091586
4362,4362,21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Urban,43,20002.519729091586
4363,4363,26.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.51972907929
4364,4364,22.0,5.0,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,11,20002.51972907929
4365,4365,37.0,4.6,Fog,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.51972907929
4366,4366,31.0,4.9,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,20002.51972907929
4367,4367,,,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,47,20002.51972907929
4368,4368,33.0,4.3,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,43,20002.51972907929
4369,4369,38.0,4.8,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,29,20002.51972907929
4370,4370,38.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.51972907929
4371,4371,28.0,4.9,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,12,20002.51972907929
4372,4372,31.0,4.7,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.51972907929
4373,4373,39.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,20,20002.51972907929
4374,4374,20.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.51972907929
4375,4375,31.0,4.5,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20002.51972907929
4376,4376,30.0,4.6,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.51972907929
4377,4377,20.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.51972907929
4378,4378,34.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,20,20002.51972907929
4379,4379,34.0,4.9,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.51972907929
4380,4380,36.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,18,20002.51972907911
4381,4381,32.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.51972907911
4382,4382,,,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,53,20002.51972907911
4383,4383,36.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.51972907911
4384,4384,23.0,4.5,Sandstorms,High,2,Meal,motorcycle,,No,Urban,11,20002.51972907911
4385,4385,24.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51972907911
4386,4386,20.0,4.1,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.51972907911
4387,4387,21.0,4.6,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.51972907911
4388,4388,29.0,4.9,Cloudy,Jam,2,Meal,scooter,2.0,No,Urban,37,20002.51972907911
4389,4389,33.0,4.8,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.51972907911
4390,4390,28.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51972907911
4391,4391,35.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,15,20002.51972907911
4392,4392,28.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.51972907911
4393,4393,22.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.51972907911
4394,4394,36.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,17,20002.51972907911
4395,4395,30.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,32,20002.519729075942
4396,4396,28.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,20002.519729075942
4397,4397,26.0,4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,24,20002.519729075942
4398,4398,36.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.519729075942
4399,4399,25.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Urban,26,20002.519729075942
4400,4400,21.0,4.7,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.519729075942
4401,4401,20.0,4.8,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.519729075942
4402,4402,32.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.519729075942
4403,4403,24.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.519729075942
4404,4404,32.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.519729075942
4405,4405,37.0,3.7,Cloudy,Low,2,Drinks,scooter,,No,Metropolitian,32,20002.519729075942
4406,4406,36.0,4.7,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Urban,30,20002.519729075942
4407,4407,34.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,21,20002.519729075942
4408,4408,25.0,4.8,Fog,Jam,2,Snack,motorcycle,1.0,No,Urban,23,20002.519729075942
4409,4409,37.0,4.5,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,25,20002.519729021213
4410,4410,25.0,4.8,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,22,20002.519729021213
4411,4411,35.0,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,No,,15,20002.519729021213
4412,4412,21.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.519729021213
4413,4413,30.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,20002.519729021213
4414,4414,36.0,4.5,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.519729021213
4415,4415,30.0,4.5,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519729021213
4416,4416,20.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519729021213
4417,4417,22.0,5.0,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,20002.519729021213
4418,4418,21.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519729021213
4419,4419,36.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,26,20002.519729021213
4420,4420,28.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,20002.51972901509
4421,4421,36.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51972901509
4422,4422,38.0,4.0,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,34,20002.51972901509
